Id,LotFrontage,LotArea,LotShape,LandContour,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,log_price,Bsmt_magnitude,Remod_diff,MSSubClass_encoded,Neighborhood_encoded,MSZoning_encoded,HouseStyle_encoded,LotConfig_encoded,Condition1_encoded,BldgType_encoded,MoSold_encoded,YrSold_encoded,SaleType_encoded,SaleCondition_encoded,Attchd,Detchd,other_garage,RFn,Unf,Fin,Reg,IR1,other_lots,Gable,Hip,other_roofs
603,80.0,10041,IR1,Lvl,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,8,6,PConc,8,6,4,10,789,0,0,119,908,GasA,10,Y,SBrkr,927,988,0,1915,1,0,2,1,3,1,8,8,Typ,1,Attchd,1992.0,Fin,2,506,6,6,Y,120,150,0,0,0,0,0,220000,12.301382825334498,14.730919862656235,14,12.367219037365144,12.110175412743665,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.03852729172279,12.055883004723798,12.01580906774792,11.809537935756566,1,0,0,0,0,1,0,1,0,1,0,0
604,30.0,3182,Reg,Lvl,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,0.0,8,6,PConc,8,6,2,0,0,0,0,600,600,GasA,10,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,8,4,Typ,0,Detchd,2004.0,RFn,2,480,6,6,Y,0,172,0,0,0,0,0,151000,11.925035115797062,10.198039027185569,5,11.803563837581251,12.318596663339227,12.267151247365643,12.195885308690835,12.03858282628616,12.07938068505317,12.090205681140608,12.040721736780858,12.04297054076434,12.01580906774792,12.028866723037432,0,1,0,1,0,0,1,0,0,1,0,0
605,88.0,12803,IR1,Lvl,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,99.0,8,6,PConc,8,6,4,10,922,0,0,572,1494,GasA,10,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,8,6,Typ,1,Attchd,2002.0,RFn,2,530,6,6,Y,192,36,0,0,0,0,0,221000,12.30591798049989,14.730919862656235,6,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.154898366543211,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
606,85.0,13600,Reg,Lvl,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,176.0,6,6,CBlock,6,6,2,6,454,0,0,314,768,GasA,6,Y,SBrkr,1186,800,0,1986,0,0,2,1,3,1,6,7,Typ,3,Attchd,1965.0,Unf,2,486,6,6,Y,0,42,0,0,189,0,0,205000,12.230765258120545,10.583005244258363,19,12.367219037365144,11.886403966176834,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
607,82.0,12464,IR2,Low,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,6,8,PConc,8,6,2,10,732,0,0,308,1040,GasA,8,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,8,6,Typ,0,Detchd,2000.0,Unf,2,576,6,6,Y,168,0,0,0,0,0,0,152000,11.931635799828413,14.317821063276353,13,12.089473958411261,12.170908828873328,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,12.105024451611023,12.04822541334727,12.01580906774792,12.028866723037432,0,1,0,0,1,0,0,0,1,1,0,0
608,78.0,7800,Reg,Bnk,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,0.0,6,8,CBlock,6,8,2,10,603,0,0,293,896,GasA,10,Y,SBrkr,1112,896,0,2008,1,0,3,0,3,1,10,8,Typ,0,Attchd,1948.0,Unf,1,230,6,6,Y,103,0,0,0,0,0,0,225000,12.323855681186558,14.317821063276353,4,12.089473958411261,11.778669791045626,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
609,78.0,12168,Reg,HLS,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,0.0,6,6,PConc,8,6,4,6,428,0,0,537,965,GasA,6,Y,SBrkr,1940,1254,0,3194,0,0,2,1,4,1,6,10,Typ,2,Basment,1934.0,Unf,2,380,6,6,Y,0,0,0,0,0,0,0,359100,12.791356180214175,12.328828005937952,9,11.960115358769507,12.167423136162336,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.154898366543211,12.074906013798504,12.01580906774792,11.817035834467289,0,0,1,0,1,0,1,0,0,1,0,0
610,61.0,7943,Reg,Lvl,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,192.0,6,4,CBlock,6,6,4,4,903,0,0,126,1029,GasA,8,Y,SBrkr,1029,0,0,1029,1,0,1,0,3,1,6,5,Typ,0,Attchd,1961.0,Unf,1,261,6,6,Y,64,0,39,0,0,0,0,118500,11.682668239557323,10.246950765959598,46,12.089473958411261,11.820504356412277,12.122790588337043,12.044707822362533,12.03858282628616,11.867578305258728,12.076290736193817,12.015857173771163,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
616,80.0,8800,Reg,Lvl,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,156.0,6,8,PConc,6,6,8,10,763,0,0,173,936,GasA,10,Y,SBrkr,1054,0,0,1054,1,0,1,0,3,1,8,6,Typ,0,Attchd,1963.0,RFn,2,480,6,6,Y,120,0,0,0,0,0,0,137500,11.831379196088763,15.394804318340652,47,11.839491321461603,11.886403966176834,12.122790588337043,11.805607702153624,12.03858282628616,11.867578305258728,12.076290736193817,11.996026721745856,12.04297054076434,12.01580906774792,11.809537935756566,1,0,0,1,0,0,1,0,0,1,0,0
618,59.0,7227,Reg,HLS,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,CBlock,6,6,2,0,0,0,0,832,832,GasA,8,Y,SBrkr,832,0,0,832,0,0,1,0,2,1,8,4,Typ,0,Detchd,1962.0,Unf,2,528,6,6,Y,0,0,0,0,0,0,0,105500,11.566466231898259,8.717797887081348,54,11.602958715801812,11.886403966176834,12.122790588337043,11.610506834566412,12.0483455291029,11.763515826644689,12.076290736193817,12.040721736780858,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
619,90.0,11694,Reg,Lvl,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,452.0,10,6,PConc,10,6,6,10,48,0,0,1774,1822,GasA,10,Y,SBrkr,1828,0,0,1828,0,0,2,0,3,1,8,9,Typ,1,Attchd,2007.0,Unf,3,774,6,6,Y,0,108,0,0,260,0,0,314813,12.659734090733718,16.492422502470642,0,12.089473958411261,12.622085831179234,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.074906013798504,12.472694032476259,12.459862860584252,1,0,0,0,1,0,1,0,0,0,1,0
620,85.0,12244,Reg,Lvl,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,226.0,8,6,PConc,8,6,8,10,871,0,0,611,1482,GasA,10,Y,SBrkr,1482,780,0,2262,1,0,2,1,4,1,8,10,Typ,2,Attchd,2003.0,Fin,3,749,6,6,Y,168,0,0,0,0,0,0,305000,12.628067055589549,16.278820596099706,5,12.367219037365144,12.405730522642495,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,0,1,0
622,90.0,10800,Reg,Lvl,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,0.0,6,6,CBlock,6,6,2,8,956,4,182,384,1522,GasA,6,Y,SBrkr,1548,1066,0,2614,0,0,2,1,4,1,6,9,Typ,1,Attchd,1974.0,RFn,2,624,6,6,Y,38,243,0,0,0,0,0,240000,12.388394202324129,12.489995996796797,11,12.367219037365144,12.104733533593551,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
623,71.0,7064,Reg,Lvl,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,153.0,6,6,CBlock,6,6,2,6,560,0,0,420,980,GasA,6,Y,SBrkr,980,0,0,980,0,0,1,0,3,1,6,6,Typ,0,Detchd,1986.0,Unf,2,484,6,6,Y,192,0,0,0,0,0,0,135000,11.813030057420567,10.583005244258363,32,12.089473958411261,11.820504356412277,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.04822541334727,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
625,80.0,10400,Reg,Lvl,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,288.0,6,6,CBlock,6,6,2,4,247,0,0,485,732,GasA,8,Y,SBrkr,1012,778,0,1790,1,0,1,2,4,1,6,8,Min2,1,Attchd,1972.0,RFn,2,484,6,6,Y,148,0,0,0,147,0,0,165150,12.014609430818936,9.643650760992955,34,12.367219037365144,12.104733533593551,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.105024451611023,12.055883004723798,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
626,87.0,10000,IR1,Lvl,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,261.0,6,6,CBlock,6,6,2,0,0,0,0,1116,1116,GasA,6,Y,SBrkr,1116,0,0,1116,0,0,1,1,3,1,6,5,Typ,0,Attchd,1962.0,Unf,2,440,6,6,Y,0,0,0,0,385,0,0,160000,11.982929094215963,8.717797887081348,48,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,12.03852729172279,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,1,0,0,1,0,0,1,0
628,80.0,9600,Reg,Lvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,164.0,6,6,CBlock,6,6,6,6,674,2,132,350,1156,GasA,10,Y,SBrkr,1520,0,0,1520,1,0,1,0,3,1,6,7,Typ,2,Basment,1955.0,RFn,1,364,6,6,Y,0,0,189,0,0,0,0,153000,11.938193200374572,12.206555615733702,38,11.989014170828927,11.886403966176834,12.122790588337043,11.968285821256705,12.03858282628616,12.07938068505317,12.076290736193817,12.067377413860319,12.04297054076434,12.01580906774792,12.028866723037432,0,0,1,1,0,0,1,0,0,1,0,0
629,70.0,11606,IR1,HLS,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,192.0,6,6,PConc,8,6,6,4,650,0,0,390,1040,GasA,6,Y,SBrkr,1040,1040,0,2080,0,1,1,2,5,1,4,9,Typ,2,Attchd,1969.0,Unf,2,504,6,6,Y,335,0,0,0,0,0,0,135000,11.813030057420567,12.36931687685298,38,12.367219037365144,11.886403966176834,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.154898366543211,12.074906013798504,12.01580906774792,11.859964156291879,1,0,0,0,1,0,0,1,0,1,0,0
630,82.0,9020,Reg,Lvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,259.0,6,6,CBlock,6,6,8,10,624,4,336,288,1248,GasA,6,Y,SBrkr,1350,0,0,1350,1,0,1,1,3,1,6,6,Typ,0,Attchd,1964.0,RFn,2,520,6,6,Y,176,0,0,0,0,0,0,168500,12.034691028774553,15.905973720586866,44,11.989014170828927,11.886403966176834,12.122790588337043,11.968285821256705,12.0483455291029,11.867578305258728,12.076290736193817,12.040721736780858,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
631,50.0,9000,Reg,Lvl,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,0.0,6,6,BrkTil,4,4,2,0,0,0,0,636,636,GasA,6,Y,FuseA,1089,661,0,1750,0,0,1,0,3,1,10,8,Typ,0,Detchd,1937.0,Unf,1,240,4,2,N,0,0,293,0,0,0,0,124000,11.728036844587175,6.0,15,11.960115358769507,11.739992352169574,11.730064516463871,12.195885308690835,12.0483455291029,11.763515826644689,12.076290736193817,12.040721736780858,12.055883004723798,12.01580906774792,11.809537935756566,0,1,0,0,1,0,1,0,0,1,0,0
632,34.0,4590,Reg,Lvl,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,108.0,8,6,PConc,8,8,4,10,24,0,0,1530,1554,GasA,10,Y,SBrkr,1554,0,0,1554,0,0,2,0,2,1,8,6,Typ,1,Attchd,2006.0,RFn,2,627,6,6,Y,156,73,0,0,0,0,0,209500,12.25247901834433,15.620499351813308,1,12.211076913552303,12.622085831179234,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,11.803165769535276,12.07779547308771,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
633,85.0,11900,Reg,Lvl,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,209.0,6,8,CBlock,6,6,2,8,822,0,0,564,1386,GasA,6,Y,SBrkr,1411,0,0,1411,0,0,2,0,3,1,6,6,Typ,1,Attchd,1977.0,Fin,2,544,6,6,Y,192,0,0,0,0,0,0,82500,11.320553572322773,11.832159566199232,32,12.089473958411261,12.104733533593551,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.015857173771163,12.04822541334727,12.01580906774792,11.859964156291879,1,0,0,0,0,1,1,0,0,0,1,0
634,80.0,9250,Reg,Lvl,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,6,6,2,6,480,2,468,108,1056,GasA,6,Y,SBrkr,1056,0,0,1056,0,1,1,0,3,1,6,6,Typ,0,Attchd,1954.0,Unf,1,260,6,6,Y,390,0,0,0,0,0,0,139400,11.845102777308561,10.816653826391969,2,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,12.08974542005515,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
635,64.0,6979,Reg,Lvl,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,0.0,6,6,CBlock,6,6,2,10,1056,0,0,0,1056,GasA,8,Y,SBrkr,1056,0,0,1056,2,0,0,0,0,2,6,4,Typ,0,Detchd,1980.0,Unf,2,576,6,6,Y,264,56,0,0,0,0,600,144000,11.877568578558138,13.416407864998739,30,11.867771952964134,11.739992352169574,12.122790588337043,11.805607702153624,12.03858282628616,12.07938068505317,11.867771952964134,12.040721736780858,12.04297054076434,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
638,50.0,6000,Reg,Lvl,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,6,6,CBlock,6,6,2,0,0,0,0,811,811,GasA,6,Y,FuseA,811,576,0,1387,0,0,2,0,3,2,8,7,Typ,0,BuiltIn,1954.0,Unf,1,256,6,6,Y,0,0,0,0,0,0,0,93000,11.440354772135393,8.717797887081348,55,11.729185964866886,11.739992352169574,11.730064516463871,11.828828956657523,12.03858282628616,12.07938068505317,11.714744405230311,12.105024451611023,12.04822541334727,12.01580906774792,12.028866723037432,0,0,1,0,1,0,1,0,0,1,0,0
640,53.0,3982,Reg,Lvl,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,8,6,10,1154,0,0,366,1520,GasA,10,Y,SBrkr,1567,0,0,1567,1,0,2,0,1,1,10,7,Typ,1,Attchd,2006.0,Fin,3,648,6,6,Y,312,0,0,0,0,0,0,264561,12.485827127509431,16.278820596099706,0,12.211076913552303,12.153207734963805,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.090205681140608,12.038127315141127,12.055883004723798,12.472694032476259,12.459862860584252,1,0,0,0,0,1,1,0,0,0,1,0
641,62.0,12677,IR1,Lvl,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,472.0,10,6,PConc,10,6,8,10,1218,0,0,300,1518,GasA,10,Y,SBrkr,1518,0,0,1518,0,0,1,1,1,1,10,6,Typ,1,Attchd,2003.0,RFn,2,588,6,6,Y,185,140,0,0,0,0,0,274000,12.520883385370206,17.320508075688775,4,12.211076913552303,12.622085831179234,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.090205681140608,12.015857173771163,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,0,1,0
643,75.0,13860,Reg,Lvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,0.0,8,6,CBlock,8,6,8,10,1410,0,0,542,1952,GasA,8,Y,SBrkr,2000,704,0,2704,1,0,2,1,4,1,10,9,Typ,3,Attchd,1972.0,Fin,2,538,6,6,Y,269,111,0,0,0,0,0,345000,12.751299696013497,16.278820596099706,14,11.989014170828927,11.886403966176834,12.122790588337043,11.968285821256705,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,1,0,0
644,80.0,10793,Reg,Lvl,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,263.0,6,6,CBlock,6,6,2,4,493,6,287,0,780,GasA,10,Y,SBrkr,780,840,0,1620,0,0,2,1,4,1,6,7,Min1,0,Attchd,1969.0,Fin,2,462,6,6,Y,208,0,0,0,0,0,0,152000,11.931635799828413,11.313708498984761,38,12.367219037365144,12.104733533593551,12.122790588337043,12.195885308690835,12.03858282628616,12.075675004637136,12.076290736193817,12.015857173771163,12.074906013798504,12.01580906774792,12.028866723037432,1,0,0,0,0,1,1,0,0,0,0,1
645,85.0,9187,Reg,Lvl,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,162.0,10,6,PConc,10,6,4,10,1121,0,0,645,1766,GasA,10,Y,SBrkr,1766,0,0,1766,1,0,2,1,2,1,10,7,Typ,1,Attchd,2009.0,Fin,3,478,6,6,Y,195,130,0,0,0,0,0,370878,12.823628446539173,15.905973720586866,0,12.089473958411261,12.318596663339227,12.267151247365643,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.038127315141127,12.04822541334727,12.472694032476259,12.459862860584252,1,0,0,0,0,1,1,0,0,1,0,0
648,85.0,10452,IR1,Lvl,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,216.0,6,6,CBlock,6,6,4,4,500,0,0,594,1094,GasA,10,Y,SBrkr,1094,0,0,1094,0,0,1,0,3,1,6,5,Typ,2,Attchd,1953.0,RFn,2,495,6,6,Y,0,0,0,0,287,0,0,155000,11.951180395901384,10.198039027185569,55,12.089473958411261,11.778669791045626,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,0,1,0
649,70.0,7700,Reg,Lvl,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,351.0,6,6,CBlock,6,6,2,0,0,0,0,756,756,GasA,6,Y,SBrkr,1051,788,0,1839,0,0,1,1,4,1,6,7,Typ,1,Attchd,1966.0,Unf,2,442,6,6,Y,0,124,216,0,0,0,0,155000,11.951180395901384,8.717797887081348,44,12.367219037365144,11.886403966176834,12.122790588337043,12.195885308690835,12.03858282628616,12.1923130254878,12.076290736193817,12.040721736780858,12.04297054076434,12.01580906774792,12.028866723037432,1,0,0,0,1,0,1,0,0,1,0,0
652,60.0,9084,Reg,Lvl,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,CBlock,6,6,4,0,0,0,0,755,755,GasA,6,Y,SBrkr,755,755,0,1510,1,0,1,0,4,1,6,7,Typ,1,Detchd,1940.0,Unf,1,296,4,2,P,120,0,0,0,0,0,0,108000,11.589886506106357,9.433981132056603,59,11.960115358769507,11.778669791045626,12.122790588337043,12.195885308690835,12.03858282628616,11.763515826644689,12.076290736193817,12.038127315141127,12.04822541334727,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
653,70.0,8750,Reg,Lvl,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,8,6,PConc,8,6,2,0,0,0,0,880,880,GasA,10,Y,SBrkr,909,807,0,1716,0,0,2,1,2,1,8,7,Typ,1,Attchd,1996.0,RFn,2,512,6,6,Y,0,120,0,0,0,0,0,191000,12.160028707028767,10.198039027185569,13,12.367219037365144,12.170908828873328,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.08974542005515,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
654,60.0,10320,Reg,Lvl,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,0.0,6,6,CBlock,6,6,2,0,0,0,0,756,756,GasA,10,Y,SBrkr,756,713,0,1469,0,0,1,0,3,1,6,7,Typ,0,Detchd,1906.0,Unf,1,216,6,6,Y,57,0,239,0,0,0,0,135000,11.813030057420567,8.717797887081348,13,11.831932669447502,11.481589810450474,11.730064516463871,11.828828956657523,12.03858282628616,12.07938068505317,12.076290736193817,12.040721736780858,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,0,1,0,1,0,0,1,0,0
655,91.0,10437,IR1,Lvl,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,660.0,8,8,PConc,8,6,8,10,1696,0,0,413,2109,GasA,10,Y,SBrkr,2113,0,0,2113,1,0,2,1,2,1,8,7,Typ,1,Attchd,1995.0,Fin,3,839,6,6,Y,236,46,0,0,0,0,0,350000,12.765688433465597,16.278820596099706,13,12.089473958411261,12.677306977428007,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,0,0,1,0,1,0,0,1,0
656,21.0,1680,Reg,Lvl,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,381.0,6,6,CBlock,6,6,2,0,0,0,0,525,525,GasA,6,Y,SBrkr,525,567,0,1092,0,0,1,1,3,1,6,6,Typ,0,Detchd,1971.0,Unf,1,264,6,6,Y,0,0,0,0,0,0,0,88000,11.385092093460344,8.717797887081348,39,11.803563837581251,11.556115774626102,11.730064516463871,12.195885308690835,12.03858282628616,12.07938068505317,11.803165769535276,12.067377413860319,12.04297054076434,12.01580906774792,11.859964156291879,0,1,0,0,1,0,1,0,0,1,0,0
657,72.0,10007,IR1,Lvl,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,54.0,8,6,CBlock,6,6,2,8,806,0,0,247,1053,GasA,10,Y,SBrkr,1053,0,0,1053,1,0,1,1,3,1,8,5,Typ,0,Attchd,1959.0,RFn,1,312,6,6,Y,0,0,0,0,0,0,0,145500,11.887931365593685,11.874342087037917,2,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.03858282628616,12.07938068505317,12.076290736193817,12.07779547308771,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,1,0,1,0,0
658,60.0,7200,Reg,HLS,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,0.0,6,4,BrkTil,8,6,2,0,0,0,0,776,776,GasA,6,Y,SBrkr,851,651,0,1502,0,0,1,1,3,1,6,6,Typ,1,Attchd,1931.0,RFn,1,270,6,6,P,0,0,112,0,0,0,0,149000,11.911701584927597,10.198039027185569,8,11.960115358769507,12.167423136162336,12.122790588337043,12.195885308690835,12.03858282628616,12.07938068505317,12.076290736193817,12.03852729172279,12.058892507914289,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,1,0,0
659,78.0,17503,Reg,Lvl,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,0.0,6,6,CBlock,6,6,2,0,0,0,0,912,912,GasA,6,Y,SBrkr,912,546,0,1458,0,1,1,0,3,1,6,6,Typ,1,Attchd,1948.0,Unf,1,330,6,6,Y,192,0,0,0,0,0,0,97500,11.487607656985938,8.774964387392123,60,11.831932669447502,11.886403966176834,12.122790588337043,11.828828956657523,12.03858282628616,11.763515826644689,12.076290736193817,12.044744404451235,12.04297054076434,12.01580906774792,11.809537935756566,1,0,0,0,1,0,1,0,0,1,0,0
660,75.0,9937,Reg,Lvl,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,0.0,6,8,PConc,6,6,2,6,637,0,0,849,1486,GasA,10,Y,SBrkr,1486,0,0,1486,1,0,1,0,3,1,6,7,Typ,0,Detchd,1968.0,Fin,2,480,6,6,Y,0,0,0,0,0,0,0,167000,12.025749091398891,10.63014581273465,10,12.089473958411261,11.778669791045626,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,12.067377413860319,12.04822541334727,12.01580906774792,12.028866723037432,0,1,0,0,0,1,1,0,0,0,1,0
662,52.0,46589,IR2,Lvl,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,528.0,8,6,PConc,8,8,2,10,1361,4,180,88,1629,GasA,10,Y,SBrkr,1686,762,0,2448,1,0,2,1,4,1,8,8,Typ,1,Attchd,1994.0,RFn,3,711,6,6,Y,517,76,0,0,0,0,0,402000,12.904207367601158,15.7797338380595,4,12.367219037365144,12.677306977428007,12.122790588337043,12.195885308690835,12.419782568084697,12.07938068505317,12.076290736193817,12.08974542005515,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,1,0,0,0,0,1,0,1,0
663,120.0,13560,Reg,Lvl,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,216.0,6,6,CBlock,4,4,2,0,0,0,0,1392,1392,GasA,8,Y,SBrkr,1392,0,0,1392,1,0,1,0,2,1,6,5,Maj2,2,Attchd,1968.0,RFn,2,576,6,6,Y,0,0,240,0,0,0,0,110000,11.608235644774552,6.082762530298219,41,12.089473958411261,11.886403966176834,12.122790588337043,12.044707822362533,12.0483455291029,12.07938068505317,12.076290736193817,12.08974542005515,12.04822541334727,12.01580906774792,12.028866723037432,1,0,0,1,0,0,1,0,0,0,1,0
664,90.0,10012,Reg,Lvl,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,0.0,6,6,CBlock,8,6,6,6,920,4,180,38,1138,GasA,6,Y,SBrkr,1181,0,0,1181,1,0,2,0,3,1,6,6,Typ,0,Detchd,1974.0,RFn,2,588,6,6,Y,0,0,180,0,0,0,0,137500,11.831379196088763,13.74772708486752,36,11.839491321461603,11.778669791045626,12.122790588337043,11.805607702153624,12.03858282628616,12.07938068505317,12.076290736193817,12.015857173771163,12.058892507914289,12.01580906774792,12.028866723037432,0,1,0,1,0,0,1,0,0,1,0,0
